variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi
M406.2687T88.92	hilic	M406T89	406.268728140926	88.9167163485492	[620][M+1]-		11	272	@M405.2653T88.91|+13C|@M408.2844T90.68|-(H2)												
M407.281T90.72	hilic	M407T91	407.28100125701	90.7226087857207	[621][M]-	[M+Cl]- 372.319	11	272	@M405.2653T88.91|+(H2)|@M408.2844T90.68|-13C|@M409.2873T90.66|-18O|-13C2	Cholic acid	C24H40O5	408.28757	C00695	Lipid metabolism	Primary bile acid biosynthesis	Cholate	CHEBI:16359	HMDB00619	CID221493	BHQCQFFYRZLCQQ-OELDTZBJSA-N	InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1
M407.2809T129.38	hilic	M407T129	407.280910694082	129.375046292184	[622][M]-		18	273	@M408.2843T129.64|-13C|@M409.2873T129.19|-18O|-13C2												
M408.0836T394.26	hilic	M408T394	408.083572965543	394.258347756482	[623][M]-	[M-H]- 409.091	7	274	@M409.0874T394.36|-13C												
M408.1629T321.51	hilic	M408T322	408.162913123746	321.509250288905	[625][M]-	[M-H-CH2]- 423.182	9	275	@M409.1665T321.35|-13C												
M431.8686T1000.49	hilic	M432T1000	431.868601589283	1000.4882672399		[M-H-COCH2]- 474.871	31	276	@M409.8867T1000.42|+Na|@M453.8504T1000.58|-Na												
M410.088T216.22	hilic	M410T216	410.08801904992	216.220720262212	[626][M]-	[M-H-CH3]- 426.128	8	277	@M411.0917T216.35|-13C												
M410.1277T429.49	hilic	M410T429	410.127738414165	429.490884219463	[627][M]-	[M-H+HCOOH]- 365.141	3	278	@M411.1316T429.37|-13C												
M412.1103T407.63	hilic	M412T408	412.11027974642	407.63096916187			2401	279	@M413.1137T407.71|-13C												
M412.1466T510.89	hilic	M412T511	412.146605503492	510.891884144674	[629][M]-		15	280	@M413.1502T510.89|-13C|@M442.1573T512.16|-(CH2O)												
M416.1415T492.7	hilic	M416T493	416.141473252017	492.69877113539	[634][M]-		15	281	@M417.145T492.78|-13C												
M419.1076T340.6	hilic	M419T341	419.107600653236	340.602926210795	[635][M]-	[M-H-CH4]- 436.137	4	282	@M420.1115T340.68|-13C												
M548.1489T619.94	hilic	M548T620	548.148870703572	619.936156757797		[3M-2H]2- 366.108	26	283	@M548.6503T620.03_1|-13Cdb|@M549.1507T620_2|-13C|-15N|@M630.1767T621.21_2|-2(H2O)-(HCOOH)|@M710.2017T622.25|-(C6H10O5)												
M548.6503T620.03_1	hilic	M549T620_1	548.65034387001	620.034225191453		[3M-2H]2- 366.438 [M-H]- 549.658	26	283	@M548.1489T619.94|+13Cdb|@M549.1507T620_2|-13Cdb|@M630.6775T621.84|-2(H2O)-(HCOOH)												
M549.1507T620_2	hilic	M549T620_2	549.15073329108	620.001015079843			26	283	@M548.1489T619.94|+13C|+15N|@M548.6503T620.03_1|+13Cdb												
M629.1754T621.22	hilic	M629T621	629.175380842777	621.223118565064		[3M-2H]2- 420.122	26	283	@M419.1146T621.36|+(C9H10O4N2)|@M629.6768T621.48_1|-13Cdb|@M630.1767T621.21_2|-13C|-15N												
M630.6775T621.84	hilic	M631T622	630.677469062196	621.844508097489	[800][M+1]2-		26	283	@M548.6503T620.03_1|+2(H2O)+(HCOOH)|@M629.6768T621.48_1|+13C|+15N												
M710.2017T622.25	hilic	M710T622	710.201706089763	622.254261458035	[838][M]2-		26	283	@M548.1489T619.94|+(C6H10O5)|@M710.7036T622.59|-13Cdb												
M710.7036T622.59	hilic	M711T623	710.703614650022	622.589783602843	[838][M+1]2-		26	283	@M710.2017T622.25|+13Cdb												
M881.2589T619.41	hilic	M881T619	881.258919447632	619.410265300115		[M-H-H20]- 900.284	26	283	@M881.7601T619.51|-13Cdb|@M882.2613T619.36|-13C|@M963.2869T621.29_2|-2(H2O)-(HCOOH)												
M881.7601T619.51	hilic	M882T620	881.760128607988	619.506867493934		[M+Cl]- 846.791	26	283	@M629.6768T621.48_1|+(C9H16O8)|@M881.2589T619.41|+13Cdb|@M882.2613T619.36|-13Cdb												
M882.2613T619.36	hilic	M882T619	882.261316014086	619.363983254585		[M-H-NH3]- 900.284	26	283	@M881.2589T619.41|+13C|@M881.7601T619.51|+13Cdb												
M962.2843T621.1	hilic	M962T621	962.284324086375	621.095890571056		[M-H]- 963.286	26	283	@M962.7858T621.2_1|-13Cdb|@M963.2869T621.29_2|-13C												
M962.7858T621.2_1	hilic	M963T621_1	962.785847413553	621.200316813509		[M-H]- 963.788	26	283	@M962.2843T621.1|+13Cdb|@M963.2869T621.29_2|-13Cdb												
M963.2869T621.29_2	hilic	M963T621_2	963.286884764085	621.289485740159			26	283	@M881.2589T619.41|+2(H2O)+(HCOOH)|@M962.2843T621.1|+13C|@M962.7858T621.2_1|+13Cdb												
M422.0884T628.92	hilic	M422T629	422.088364909297	628.918216177124	[637][M]-	[M-H]- 423.095	26	284	@M423.092T629.12|-13C												
M422.1576T172.16	hilic	M422T172	422.157597616215	172.161524691647	[638][M]-	[M-H]- 423.168	22	285	@M423.1613T171.98|-13C												
M425.0817T572.54	hilic	M425T573	425.081662772129	572.542186898149		[M-H]- 426.089	17	286	@M426.0854T572.55_2|-13C|@M427.0768T572.63|-34S|-41K|-37Cl|@M523.0575T569.51|-(H3PO4)												
M429.1268T476.27	hilic	M429T476	429.126803499661	476.268476019527	[644][M]-		2	287	@M430.1302T476.31|-13C												
M434.6378T640.3	hilic	M435T640	434.637812365763	640.297981986603	[649][M+1]2-		2092	288	@M434.1361T639.8|+13Cdb|@M494.6592T639.6_1|-(CH3COOH)|-(C2H4O2)|-CH3COOH												
M494.1575T639.61	hilic	M494T640	494.157463688589	639.612357532977			2095	288	@M434.1361T639.8|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M464.1467T639.8|+(CH2O)|@M494.6592T639.6_1|-13Cdb|@M495.1604T639.62_2|-13C												
M495.6617T639.62	hilic	M496T640	495.661657860035	639.61916701765	[699][M+1]2-		2098	288	@M494.6592T639.6_1|+13C|@M495.1604T639.62_2|+13Cdb|@M525.6683T639.61|-(CH2O)												
M524.6654T639.15_1	hilic	M525T639_1	524.665394617344	639.14903157386			2105	288	@M494.6592T639.6_1|+(CH2O)|@M525.1673T639.3_2|-13Cdb|@M525.6683T639.61|-13C												
M525.1673T639.3_2	hilic	M525T639_2	525.16732455701	639.304611595448			2106	288	@M434.1361T639.8|+(C2H5NO3)|@M464.1467T639.8|+(NH3)+(CO2)|@M495.1604T639.62_2|+(CH2O)|@M524.6654T639.15_1|+13Cdb|@M525.6683T639.61|-13Cdb												
M525.6683T639.61	hilic	M526T640	525.668333959886	639.608485360455			2107	288	@M495.6617T639.62|+(CH2O)|@M524.6654T639.15_1|+13C|@M525.1673T639.3_2|+13Cdb												
M439.0866T544.56	hilic	M439T545	439.086576085102	544.558396550624	[654][M]-	[M-H]- 440.094	748	289	@M440.0899T544.54|-13C|@M441.091T544.6|-18O|-13C2|@M442.0946T543.99|-13C3|-13C-18O|@M537.0633T546.08|-(H3PO4)												
M538.0666T546.17	hilic	M538T546	538.066571589065	546.171748253509	[739][M+1]-		748	289	@M440.0899T544.54|+(H3PO4)|@M537.0633T546.08|+13C|@M539.0679T546.18|-13C|-15N|@M636.0436T547.42|-(H3PO4)												
M539.0679T546.18	hilic	M539T546	539.067899257377	546.182251960056	[739][M+2]-		748	289	@M441.091T544.6|+(H3PO4)|@M537.0633T546.08|+18O|+13C2|@M538.0666T546.17|+13C|+15N|@M637.0446T547.09|-(H3PO4)												
M635.0401T547.43	hilic	M635T547	635.040069694787	547.430813274762	[803][M]-		538	289	@M537.0633T546.08|+(H3PO4)|@M636.0436T547.42|-13C|@M637.0446T547.09|-18O|-13C2|@M733.0172T548.33|-(H3PO4)												
M636.0436T547.42	hilic	M636T547	636.04361629116	547.423901628556	[803][M+1]-		538	289	@M538.0666T546.17|+(H3PO4)|@M635.0401T547.43|+13C|@M637.0446T547.09|-13C|-15N|@M734.0209T547.95|-(H3PO4)												
M637.0446T547.09	hilic	M637T547	637.044579755452	547.094611071939	[803][M+2]-		557	289	@M539.0679T546.18|+(H3PO4)|@M635.0401T547.43|+18O|+13C2|@M636.0436T547.42|+13C|+15N												
M733.0172T548.33	hilic	M733T548	733.01722896747	548.326744700502	[848][M]-		538	289	@M635.0401T547.43|+(H3PO4)|@M734.0209T547.95|-13C|@M830.994T548.76|-(H3PO4)												
M734.0209T547.95	hilic	M734T548	734.020932442156	547.947566870708	[848][M+1]-		559	289	@M636.0436T547.42|+(H3PO4)|@M733.0172T548.33|+13C												
M830.994T548.76	hilic	M831T549	830.994009237717	548.761940029878			542	289	@M733.0172T548.33|+(H3PO4)												
M445.0538T564.41	hilic	M445T564	445.053829216409	564.412680850984	[660][M]-	[M+Cl+NH3]- 393.066	19	290	@M446.0579T564.66|-13C|@M543.0302T562.98|-(H3PO4)												
M447.1523T239.67	hilic	M447T240	447.152315473561	239.66938749202	[664][M]-		1	291	@M448.1559T239.57|-13C												
M448.1137T551.94	hilic	M448T552	448.11374397752	551.937412754903	[665][M]-		6	292	@M449.1172T551.93|-13C|@M546.0904T551.81|-(H3PO4)												
M448.1481T320.03	hilic	M448T320	448.148136724745	320.030319972253	[666][M]-		9	293	@M449.1517T319.81|-13C|@M450.1539T320.33|-18O|-13C2												
M448.7968T1026.51	hilic	M449T1027	448.796807172537	1026.50852285868			28	294	@M449.7958T1026.43|-13C|-15N												
M554.3106T85.93	hilic	M554T86	554.31063081484	85.9320464849479	[750][M]-		11	295	@M450.2632T81.73|+(C4H8O3)|@M555.3139T86.15|-13C												
M452.279T80.89	hilic	M452T81	452.278971158412	80.8938428370933	[668][M]-	[M-H-C6H10O5]- 615.341	5	296	@M453.2822T80.94|-13C												
M453.1023T517.64	hilic	M453T518	453.102255189176	517.64303118841	[669][M]-		1309	297	@M454.1056T517.51|-13C												
M455.098T397.45	hilic	M455T397	455.098048064415	397.448164496572	[671][M]-	[M-H-COCH2]- 498.124	7	298	@M456.1017T397.22|-13C	Riboflavin 5'-monophosphate;Riboflavin 5'-phosphate;Riboflavin-5-phosphate,Flavin mononucleotide;FMN	C17H21N4O9P	456.10461	C00061	Metabolism of cofactors and vitamins	Riboflavin metabolism	Riboflavin	CHEBI:17621	HMDB01520	CID643976	FVTCRASFADXXNN-SCRDCRAPSA-N	InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)/t11-,12+,14-/m0/s1
M458.1801T503.2	hilic	M458T503	458.180083865081	503.199327409342	[673][M]-	[M+Cl]- 423.206	15	299	@M459.1838T503.57|-13C												
M459.166T209.45	hilic	M459T209	459.165985228454	209.454454251597	[674][M]-	[M-H+CF3COOH]- 326.189	8	300	@M460.1696T208.92|-13C												
M462.1737T215.61	hilic	M462T216	462.173718175316	215.612826649806	[679][M]-	[M-H]- 463.179	8	301	@M463.177T215.41|-13C												
M465.3237T89.83	hilic	M465T90	465.323692346811	89.8284778518496		[M-H-HCOOH]- 512.329	11	302	@M463.3084T89.72|+(H2)												
M467.1224T617.4	hilic	M467T617	467.122405078344	617.401937059346	[680][M]2-	[M-H+Cl]2- 900.284	26	303	@M467.624T617.57|-13Cdb												
M467.7746T1026.41	hilic	M468T1026	467.774564554207	1026.41194208405		[M-H]- 468.781 [M-H-HCOOH]- 514.79	28	304	@M468.7737T1026.52|-13C|-15N												
M471.3121T86.39	hilic	M471T86	471.312144923625	86.3852010186988	[681][M]-	[M-2H+Na]- 450.329	11	305	@M472.316T86.79|-13C												
M473.2831T73.92	hilic	M473T74	473.283099205	73.9234892541633	[682][M]-		5	306	@M474.2862T73.3|-13C												
M473.3285T88.83	hilic	M473T89	473.328494060292	88.8282343964946	[681][M+2]-		11	307	@M474.3325T89.33|-13C												
M478.2945T79.78	hilic	M478T80	478.294534992487	79.7808135606478	[689][M]-		5	308	@M479.298T79.92|-13C												
M480.3102T79.42	hilic	M480T79	480.310156406483	79.4187194812114	[690][M]-	[M-H-C6H10O4]- 627.367	5	309	@M481.3134T79.5|-13C												
M486.7526T1026.48	hilic	M487T1026	486.752560552694	1026.47663332074		[M-H+HCOOH]- 441.767	28	310	@M487.7517T1026.43|-13C|-15N												
M487.1008T545.96	hilic	M487T546	487.100830354755	545.963686590103	[693][M]-	[M+Cl]- 452.133 [M-H]- 488.109	748	311	@M585.0774T547.56|-(H3PO4)												
M683.0545T547.93	hilic	M683T548	683.054508633043	547.931626103623			544	311	@M585.0774T547.56|+(H3PO4)												
M487.3076T88.17	hilic	M487T88	487.30758634856	88.1727210900532	[695][M]-	[M-H-H20]- 506.327	11	312	@M488.3117T88.51|-13C												
M488.163T524.21	hilic	M488T524	488.162953676792	524.210592187313	[696][M]-	[M+Cl]- 453.187 [M-H]- 489.17	16	313	@M489.1672T524.25|-13C|@M490.1679T524.36|-18O|-13C2												
M489.278T73.58	hilic	M489T74	489.278037141954	73.5752302482921	[698][M]-		5	314	@M490.2813T73.18|-13C												
M495.102T540.94	hilic	M495T541	495.101955715092	540.936295880341		[M-2H]2- 992.217	10	315	@M495.6035T540.99_1|-13Cdb|@M496.1029T541.06_2|-13C|-15N												
M496.6023T540.98	hilic	M497T541	496.602253648398	540.977444590179	[700][M+1]2-		755	315	@M495.6035T540.99_1|+13C|+15N|@M496.1029T541.06_2|+13Cdb												
M498.2903T84.82	hilic	M498T85	498.290303065105	84.8195782027398	[704][M]-		29	316	@M496.2752T83.84|+(H2)|@M499.2938T84.78|-13C|@M500.2975T85.55|-18O|-13C2|@M515.2885T89.26|-(OH.)	Taurodeoxycholic acid|Taurochenodeoxycholic acid	C26H45NO6S	499.2968	C05463|C05465	Lipid metabolism	Other bile acids|Primary bile acid biosynthesis	Others|Chenodeoxycholate	CHEBI:9410|CHEBI:16525	HMDB00896|HMDB00951	CID2733768|CID387316	AWDRATDZQPNJFN-VAYUFCLWSA-N|BHTRKEVKTKCXOH-BJLOMENOSA-N	InChI=1S/C26H45NO6S/c1-16(4-9-24(30)27-12-13-34(31,32)33)20-7-8-21-19-6-5-17-14-18(28)10-11-25(17,2)22(19)15-23(29)26(20,21)3/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17-,18-,19+,20-,21+,22+,23+,25+,26-/m1/s1|InChI=1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17+,18-,19-,20+,21+,22-,24+,25+,26-/m1/s1
M499.2938T84.78	hilic	M499T85	499.293750155909	84.7838231014609	[704][M+1]-		29	316	@M497.2782T84.46|+(H2)|@M498.2903T84.82|+13C|@M500.2975T85.55|-13C|@M516.2923T89.24_2|-(OH.)												
M500.2975T85.55	hilic	M500T86	500.297527437468	85.5476495776621	[704][M+2]-		29	316	@M498.2903T84.82|+18O|+13C2|@M499.2938T84.78|+13C|@M517.2968T89.32_2|-(OH.)												
M510.2547T87.09	hilic	M510T87	510.254716651318	87.0850061717376			11	316	@M512.2693T86.21|-(H2)												
M513.2729T86.2	hilic	M513T86	513.27289734288	86.196022912613	[716][M+1]-		11	316	@M496.2752T83.84|+(OH.)|@M512.2693T86.21|+13C|@M515.2885T89.26|-(H2)												
M514.2851T89.24	hilic	M514T89	514.285104614534	89.2392645804947	[718][M]-		11	316	@M496.2752T83.84|+(H2O)|@M497.2782T84.46|+(OH.)|@M512.2693T86.21|+(H2)|@M515.2885T89.26|-13C|@M516.2791T89.12_1|-34S|-41K|-37Cl|@M516.2923T89.24_2|-18O|-13C2|@M517.283T89.12_1|-13C-37Cl|-13C-34S|@M517.2968T89.32_2|-13C3|-13C-18O	Taurocholic acid;Taurocholate;Cholic acid taurine conjugate;Choloyl-taurine;Cholyltaurine;N-Choloyltaurine	C26H45NO7S	515.29167	C05122	Lipid metabolism|Metabolism of other amino acids	Primary bile acid biosynthesis|Taurine and Hypotaurine metabolism	Cholate|Taurine	CHEBI:28865	HMDB00036	CID6675	WBWWGRHZICKQGZ-HZAMXZRMSA-N	InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1
M497.0663T647.62	hilic	M497T648	497.066266160511	647.616205730815	[702][M]-		2099	317	@M498.0699T647.52|-13C												
M498.1888T327.9	hilic	M498T328	498.188812528735	327.900227688232	[703][M]-		24	318	@M499.1923T327.9|-13C												
M498.775T1026.32	hilic	M499T1026	498.775042480389	1026.31783366464	[705][M]-	[M-H-CH3]- 514.79	28	319	@M499.7748T1026.31|-13C|-15N|@M500.773T1026.66|-34S|-41K|-37Cl												
M499.2151T331.16	hilic	M499T331	499.215088569776	331.157163363814	[707][M]-		4	320	@M500.2185T331.36|-13C												
M500.2788T79.29	hilic	M500T79	500.27877668382	79.2923433147429	[708][M]-	[M-H]- 501.291	5	321	@M501.2822T79.34|-13C												
M501.3229T86.12	hilic	M501T86	501.322856536544	86.1167692631793	[710][M]-		11	322	@M502.3258T86.47|-13C												
M502.1785T559.76	hilic	M502T560	502.178526146876	559.760905449179			19	323	@M561.1872T560.33|-(CH3COO.)|@M590.1943T562.29|-(C3H4O3)|@M600.1551T557.83|-(H3PO4)|@M658.1608T559.25|-(C2H5O6P)												
M560.1837T560.23	hilic	M560T560	560.18373991191	560.230955028992	[756][M]-	[M+Cl]- 525.214 [M-H]- 561.191	19	323	@M561.1872T560.33|-13C|@M590.1943T562.29|-(CH2O)|@M658.1608T559.25|-(H3PO4)												
M698.1322T556.49	hilic	M698T556	698.132173721209	556.487860342291		[M+Cl]- 663.162	6	323	@M600.1551T557.83|+(H3PO4)|@M796.1092T555.94|-(H3PO4)												
M736.2525T560.3	hilic	M736T560	736.252537791904	560.303816779536		[M-H]- 737.26	19	323	@M590.1943T562.29|+(C6H10O4)												
M796.1092T555.94	hilic	M796T556	796.109193143835	555.94256853147			546	323	@M698.1322T556.49|+(H3PO4)												
M503.1737T494.39	hilic	M503T494	503.173739709827	494.391783224271		[M-H-CH2]- 518.192	15	324	@M544.1999T493.49|-(CH3CN)|-(C2H3N)												
M505.9888T558.81	hilic	M506T559	505.988848040375	558.813193652397		[M+Cl]- 471.017	19	325	@M603.966T557.88|-(H3PO4)	ATP;Adenosine 5'- triphosphate;Adenosine triphosphate	C10H16N5O13P3	506.99574	C00002	Nucleotide metabolism	Purine metabolism	Adenine|Adenine Sufate	CHEBI:15422	HMDB00538	CID5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1
M507.4419T78.77	hilic	M507T79	507.441931284614	78.7691585235819		[2M-H]- 254.225	5	326	@M509.4581T78.64|-(H2)|@M534.4613T78.55|-(C2H3.)|@M535.4737T78.29|-(C2H4)|@M536.4771T78.29|-(C2H5.)												
M509.4581T78.64	hilic	M509T79	509.458074773625	78.6432535769347	[713][M]-	[M+Cl]- 474.488	5	326	@M507.4419T78.77|+(H2)|@M510.4614T78.71|-13C|@M536.4771T78.29|-(C2H3.)|@M537.4896T78.16|-(C2H4)|@M538.4927T78.16|-(C2H5.)												
M510.4614T78.71	hilic	M510T79	510.46139719398	78.7130629597594	[713][M+1]-		5	326	@M509.4581T78.64|+13C|@M538.4927T78.16|-(C2H4)												
M533.4581T78.49	hilic	M533T78	533.45808852494	78.4895639287461	[730][M]-	[M+Cl]- 498.488	5	326	@M534.4613T78.55|-13C|@M535.4737T78.29|-(H2)|@M560.4771T77.98|-(C2H3.)|@M581.4578T77.87|-(CH4S)												
M534.4613T78.55	hilic	M534T79	534.461270131879	78.5488914326295	[730][M+1]-		5	326	@M507.4419T78.77|+(C2H3.)|@M533.4581T78.49|+13C|@M536.4771T78.29|-(H2)												
M535.4737T78.29	hilic	M535T78	535.473742710063	78.2874143989725	[735][M]-		5	326	@M507.4419T78.77|+(C2H4)|@M533.4581T78.49|+(H2)|@M536.4771T78.29|-13C|@M537.4896T78.16|-(H2)|@M557.4578T78.2|-Na												
M536.4771T78.29	hilic	M536T78	536.477081113642	78.2926194213669	[735][M+1]-		5	326	@M507.4419T78.77|+(C2H5.)|@M509.4581T78.64|+(C2H3.)|@M534.4613T78.55|+(H2)|@M535.4737T78.29|+13C|@M538.4927T78.16|-(H2)|@M558.4611T78.21|-Na												
M537.4896T78.16	hilic	M537T78	537.489633155649	78.1605988107238	[735][M+2]-		5	326	@M509.4581T78.64|+(C2H4)|@M535.4737T78.29|+(H2)|@M538.4927T78.16|-13C												
M538.4927T78.16	hilic	M538T78	538.492697894018	78.1640949925657	[735][M+3]-		5	326	@M509.4581T78.64|+(C2H5.)|@M510.4614T78.71|+(C2H4)|@M536.4771T78.29|+(H2)|@M537.4896T78.16|+13C												
M557.4578T78.2	hilic	M557T78	557.45783617272	78.1958442724123	[753][M]-		5	326	@M535.4737T78.29|+Na|@M558.4611T78.21|-13C|@M559.4738T77.95|-(H2)												
M558.4611T78.21	hilic	M558T78	558.461144704323	78.2105567067906	[753][M+1]-		5	326	@M536.4771T78.29|+Na|@M557.4578T78.2|+13C|@M560.4771T77.98|-(H2)												
M559.4738T77.95	hilic	M559T78	559.473770300783	77.9531954861611	[754][M]-	[2M-H]- 280.241	5	326	@M557.4578T78.2|+(H2)|@M560.4771T77.98|-13C												
M560.4771T77.98	hilic	M560T78	560.47706556373	77.9759008245759	[754][M+1]-		5	326	@M533.4581T78.49|+(C2H3.)|@M558.4611T78.21|+(H2)|@M559.4738T77.95|+13C												
M561.4894T77.86	hilic	M561T78	561.489440280386	77.859422673635	[754][M+2]-		5	326	@M562.4926T77.89|-13C|@M563.5053T77.72|-(H2)|@M609.4902T77.24|-(CH4S)												
M564.5083T77.67	hilic	M565T78	564.508294458087	77.6748062167435	[757][M+1]-		5	326	@M562.4926T77.89|+(H2)|@M563.5053T77.72|+13C|@M586.4928T77.55|-Na												
M581.4578T77.87	hilic	M581T78	581.457795890464	77.8670759136853		[2M-2H+Na]- 280.241	5	326	@M533.4581T78.49|+(CH4S)|@M583.4737T77.71|-(H2)												
M583.4737T77.71	hilic	M583T78	583.473660253008	77.7054883786863	[769][M]-		5	326	@M581.4578T77.87|+(H2)|@M584.4768T77.7|-13C												
M584.4768T77.7	hilic	M584T78	584.476847874583	77.7026209323802	[769][M+1]-		5	326	@M583.4737T77.71|+13C|@M586.4928T77.55|-(H2)												
M585.4895T77.49	hilic	M585T77	585.489491372989	77.4863705833968	[769][M+2]-		5	326	@M563.5053T77.72|+Na|@M586.4928T77.55|-13C|@M587.5069T77.41|-(H2)												
M586.4928T77.55	hilic	M586T78	586.492844516741	77.5460022676756	[769][M+3]-		5	326	@M564.5083T77.67|+Na|@M584.4768T77.7|+(H2)|@M585.4895T77.49|+13C												
M587.5069T77.41	hilic	M588T77	587.506920478941	77.4053401154981			5	326	@M585.4895T77.49|+(H2)|@M609.4902T77.24|-Na												
M610.4932T77.24	hilic	M610T77	610.493240284769	77.2360616368895	[786][M+3]-		5	326	@M609.4902T77.24|+13C												
M509.1298T506.87	hilic	M509T507	509.129763681592	506.869833897708		[2M+Cl]- 237.083 [M+Cl]- 474.165	15	327	@M861.1984T506.88|-(C12H16O12)												
M860.1952T506.82	hilic	M860T507	860.195199774843	506.818823172375	[894][M]-		15	327	@M861.1984T506.88|-13C|@M862.1937T506.91|-34S|-41K|-37Cl												
M511.2513T208.73	hilic	M511T209	511.251254145404	208.728617549846	[715][M]-	[M-H]- 512.255	8	328	@M512.2549T208.36|-13C												
M511.4738T78.6	hilic	M511T79	511.473791017128	78.5969034318187	[713][M+2]-		5	329	@M512.4773T78.62|-13C												
M513.1231T527.13	hilic	M513T527	513.123077195625	527.132393457657	[717][M]-	[M+Cl]- 478.161	748	330	@M514.1265T527.24|-13C|@M515.1278T527.27|-18O|-13C2												
M575.1836T649.76	hilic	M575T650	575.1836241502	649.758230326628			2109	331	@M515.1621T651.45|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M575.6852T649.69_1|-13Cdb|@M576.1863T649.75_2|-13C												
M576.6878T649.91	hilic	M577T650	576.687792533305	649.913917725935	[766][M+1]2-		2112	331	@M575.6852T649.69_1|+13C|@M576.1863T649.75_2|+13Cdb|@M606.6952T649.86|-(CH2O)												
M605.6917T649.66_1	hilic	M606T650_1	605.691714556519	649.662101041342			2114	331	@M575.6852T649.69_1|+(CH2O)|@M606.1939T649.65_2|-13Cdb|@M606.6952T649.86|-13C												
M606.1939T649.65_2	hilic	M606T650_2	606.193869993109	649.650325596447			2115	331	@M576.1863T649.75_2|+(CH2O)|@M605.6917T649.66_1|+13Cdb|@M606.6952T649.86|-13Cdb												
M606.6952T649.86	hilic	M607T650	606.695248664292	649.863391995405			2116	331	@M576.6878T649.91|+(CH2O)|@M605.6917T649.66_1|+13C|@M606.1939T649.65_2|+13Cdb												
M517.7525T1026.54	hilic	M518T1027	517.752500316385	1026.53805766836		[M+Cl]- 482.779	28	332	@M518.7517T1026.42|-13C|-15N												
M521.1325T361.61	hilic	M521T362	521.132487417302	361.609300062944	[721][M]-	[M-H]- 522.139	4	333	@M522.1361T361.47|-13C												
M521.1729T536	hilic	M521T536	521.172872952396	536.003226194017	[722][M]-	[M+Cl]- 486.208 [M-H]- 522.184	10	334	@M522.1764T536.36|-13C												
M524.1754T529.45	hilic	M524T529	524.175439040654	529.453074603216	[723][M]-	[M-H]- 525.187	748	335	@M525.1789T529.45|-13C|@M526.1803T529.38|-18O|-13C2												
