variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2
M347.2232T484.72	c18hyper	M347T485	347.223182626353	484.724946326246	[547][M]+		2391	231	@M348.2264T484.72|-13C|@M349.2298T484.62|-18O|-13C2	Corticosterone|21-Deoxycortisol	C21H30O4	346.2144	C02140|C05497	Lipid metabolism	Steroid hormone biosynthesis	Aldosterone|Cortisol	CHEBI:16827	HMDB01547|HMDB04030	CID5753|CID222803	OMFXVFTZEKFJBZ-HJTSIMOOSA-N|LCZBQMKVFQNSJR-CZUPSRJTSA-N	InChI=1S/C21H30O4/c1-20-8-7-13(23)9-12(20)3-4-14-15-5-6-16(18(25)11-22)21(15,2)10-17(24)19(14)20/h9,14-17,19,22,24H,3-8,10-11H2,1-2H3/t14-,15-,16+,17-,19+,20-,21-/m0/s1|InChI=1S/C21H30O4/c1-12(22)21(25)9-7-16-15-5-4-13-10-14(23)6-8-19(13,2)18(15)17(24)11-20(16,21)3/h10,15-18,24-25H,4-9,11H2,1-3H3/t15-,16-,17+,18+,19-,20-,21-/m0/s1	0.941284031804958	0.477308136475678	0	1.28897176266474	0.0854832501976969	0	0.498859803472318	0.78975162163797	0	2.15485373075223	0.0060458409031806	1	0.68925285055214	0.658479046905215	E	E	B	E	E	E	0	0
M352.1793T777.62	c18hyper	M352T778	352.179335606217	777.61645840049	[553][M]+	[M+K]+ 313.22 [M+H]+ 351.178	17	232	@M353.1827T777.47|-13C|@M354.1749T777.59|-34S|-41K|-37Cl			NA										0.0379470301030338	0.971884039581474	0	-0.797267194752159	0.0179569098474351	1	-0.338274894370944	0.653584885843908	0	-0.828439047767564	0.0120848697952646	1	0.39898403753435	0.657226876616758	E	E	E	E	E	E	0	0
M352.899T45.71	c18hyper	M353T46	352.898999895377	45.7120495215564			49	233	@M354.896T45.71|-34S|-41K|-37Cl			NA										0.0148189086261148	0.971287136509511	0	-0.129754609406877	0.142179365942399	0	-0.0199209002693657	0.917523963056562	0	-0.0631268559905465	0.459017398332078	0	0.325004713017885	0.674971364547528	E	E	E	E	E	E	0	0
M361.0638T61.25	c18hyper	M361T61	361.063808786453	61.2513517498465			26	234	@M405.028T58.88|-2Na			NA										0.275653763399717	0.655583376749556	0	-0.595164115983945	0.061883565500202	0	-0.498329771347532	0.400527819375587	0	-0.93798917787354	0.00216505275070018	1	1.26515786819757	1.40840105605616	E	E	E	E	E	E	0	0
M361.1685T779.75	c18hyper	M361T780	361.168472471097	779.747571541363	[566][M]+	[2M+K]+ 161.091 [M+K]+ 322.205 [M+Na]+ 338.179 [M+H]+ 360.161	17	235	@M362.172T779.51|-13C|@M363.1639T779.69|-34S|-41K|-37Cl			NA										-0.418347274923502	0.449955559866606	0	-0.146448028796478	0.625107650581522	0	-0.215377633310794	0.724052060739817	0	0.252470001452249	0.450302007592242	0	1.19307721775979	0.109580819652108	E	E	E	E	E	E	0	0
M365.0583T55.83	c18hyper	M365T56	365.058315393727	55.8319049420157		[M+H]+ 364.051	33	236	@M387.0401T55.47|-Na			NA										0.527345911494985	0.387097974492463	0	0.176908916617172	0.540731880371534	0	0.199737723801078	0.74049444707494	0	0.167955616977274	0.625694043132572	0	1.7209497081488	1.04072073593593	E	E	E	E	E	E	0	0
M367.1518T210.7	c18hyper	M367T211	367.151818747	210.698863972856	[576][M]+		3021	237	@M368.1552T211.03|-13C			NA										-0.349992327736679	0.561695252477159	0	1.05071271446444	0.000246245595217795	1	-0.234353441520327	0.649235253070206	0	1.2876986705018	3.28584105479845e-05	1	1.26870563079596	0.268963639776647	E	E	E	E	E	E	0	0
M368.2811T537.69	c18hyper	M368T538	368.281069067505	537.689075690221	[573][M+2]+		1667	238	@M369.2846T537.72|-13C			NA										0.0102522998154377	0.990787210000835	0	-0.0182009849063505	0.974087002105285	0	-0.0566770370232863	0.947087572825184	0	-0.303360725648849	0.437736684965367	0	0.332008521594758	0.112713912843124	E	E	E	E	E	E	0	0
M369.2105T310.85	c18hyper	M369T311	369.210530830919	310.846954523362			3729	239	@M477.2524T311.55_2|-(C3H8O4)			NA										-0.0572702366236211	0.642484625114348	0	-0.792588839298972	1.14368933075015e-06	1	-0.160273320861881	0.646436516238075	0	-0.753871738597539	1.17172176384571e-06	1	0.18776258376574	0.773533681247709	E	E	E	E	E	E	0	0
M476.7506T311.8_1	c18hyper	M477T312_1	476.750628188538	311.803787171542		[3M+2H]2+ 317.162	3681	239	@M477.2524T311.55_2|-13Cdb|@M477.7538T311.46|-13C			NA										0.0238949007222082	0.777869274393511	0	-1.30255532573849	1.54177153700635e-10	1	-0.149973811374821	0.684747198954842	0	-1.27842249092653	4.36449150032098e-12	1	0.442217963363279	0.416841257673905	E	E	E	E	E	E	0	0
M369.3535T1194.96	c18hyper	M369T1195	369.353528327977	1194.95844860425	[583][M]+		3425	240	@M370.3568T1194.74|-13C|@M371.3603T1194.18|-18O|-13C2			NA										-0.18020235027862	0.855671453006214	0	-1.72653658011699	0.0655230469933249	0	-0.0125921932597457	0.993421556378683	0	-0.662507576494022	0.422615076041219	0	0.117266668603205	0.391895997742207	E	E	E	E	E	E	0	0
M388.256T308.42	c18hyper	M388T308	388.256046507524	308.423807896655	[630][M]+	[M+H+NH3]+ 370.222	80	241	@M371.2295T308.46|+(NH3)|+NH3			NA										0.266296932721533	0.545462273139448	0	-0.244971662793187	0.376275764753217	0	-0.0783126454754601	0.904686236676489	0	-0.584779692476006	0.0073542400421003	1	1.59618764284784	0.195847419142562	E	E	E	E	E	E	0	0
M393.2115T308.45	c18hyper	M393T308	393.211482884674	308.454322176174	[634][M]+	[M+Na]+ 370.222	80	241	@M371.2295T308.46|+Na|@M394.215T308.34|-13C			NA										0.376238608800737	0.469432242921405	0	-0.432789106307043	0.11774932486856	0	0.0643670633059852	0.835219807677355	0	-0.526131019400669	0.009423700424857	1	1.70399977598439	0.372966950708272	E	E	E	E	E	E	0	0
M394.215T308.34	c18hyper	M394T308	394.214970293569	308.336841971872	[634][M+1]+		3734	241	@M393.2115T308.45|+13C			NA										0.399653056218138	0.452196801805638	0	-0.434251069053966	0.130866489228446	0	0.11571593449656	0.766692584010166	0	-0.523164016247483	0.0217644623453168	1	1.75618303087748	0.624914144969962	E	E	E	E	E	E	0	0
M372.3124T590.76	c18hyper	M372T591	372.312355404826	590.761950481439	[591][M]+		760	242	@M373.3158T590.76|-13C|@M416.3389T586.92|-(C2H4O)			NA										0.0804818517150991	0.930260287061969	0	-0.0834817441617979	0.893135019861069	0	-0.16853237146341	0.851306731767804	0	-0.242484894676675	0.623894513192817	0	0.341523106851495	0.11642579534892	E	E	E	E	E	E	0	0
M446.3289T590.53	c18hyper	M446T591	446.328937525904	590.527023128417			773	242	@M373.3158T590.76|+(HCOOH)+(HCN)|+(C2H3NO2)			NA										0.0124304590626441	0.999477099260345	0	-0.157783556569843	0.812459186809438	0	0.241976315704235	0.779624358666625	0	-0.19847743481092	0.693417930132012	0	0.191486046034827	0.811738175184702	E	E	E	E	E	E	0	0
M374.1094T66.62	c18hyper	M374T67	374.109358450904	66.6188799686545	[596][M]+		18	243	@M375.1128T66.59|-13C			NA										0.298747252738366	0.400743122371593	0	0.117367908119835	0.52066661307675	0	-0.0475698104082554	0.896198528114827	0	-0.0105822100514423	0.970388870426509	0	1.83838569279675	0.392846193501083	E	E	E	E	E	E	0	0
M376.0757T522.01	c18hyper	M376T522	376.075716931392	522.01302193052	[599][M]2+		1673	244	@M378.0817T522.38_2|-18O|-13C2			NA										1.55281252196632	0.542853138304249	0	0.126455765917756	0.904320398410245	0	1.7943873421722	0.551570486936994	0	0.317707026710472	0.892681961731103	0	1.47999721043956	1.72699541503282	E	E	E	E	E	E	0	0
M377.5799T522.08_1	c18hyper	M378T522_1	377.579893146561	522.07826125173	[606][M]2+		1675	244	@M378.0817T522.38_2|-13Cdb|@M378.5771T522.6|-15N			NA										1.41063106299793	0.573255279933667	0	0.274824762748164	0.844322645747656	0	1.71852697615966	0.576768917242084	0	0.402068155208395	0.853675045415497	0	1.36121451075072	1.61393849707137	E	E	E	E	E	E	0	0
M377.1636T677.5	c18hyper	M377T678	377.163592614829	677.501580408908	[605][M]+		47	245	@M378.167T677.49|-13C|@M379.1591T677.52|-34S|-41K|-37Cl|@M418.1905T677.43|-(CH3CN)|-(C2H3N)			NA										0.542178211099529	0.686503086790813	0	-0.468331411925707	0.628001153994309	0	0.871091061807826	0.551570486936994	0	-0.318864530892025	0.664664130736076	0	1.10273145077674	1.88183325707125	E	E	E	E	E	E	0	0
M470.0203T269.16	c18hyper	M470T269	470.020302057096	269.157514904906			4319	246	@M377.9723T269.17|+(C3H8O3)			NA										0.56138454802813	0.348943643172963	0	0.641536910402129	0.0205768315035889	1	0.506068848198067	0.258831247866985	0	0.803415333820412	0.00285850341659453	1	1.32631673388608	1.60108697706294	E	E	E	E	E	E	0	0
M378.7334T593.79	c18hyper	M379T594	378.733411759914	593.785575126255	[607][M+1]2+		2471	247	@M378.2317T593.78|+13Cdb|@M488.8003T590.38|-(C5H8N3)			NA										-0.705722272557296	0.713381385491917	0	-1.30344225759226	0.317733803201472	0	0.66499385702113	0.528808911343283	0	-0.599267108238603	0.273526861507506	0	0.222644275435875	1.14213233770689	E	E	E	E	E	E	0	0
M397.7673T593.18	c18hyper	M398T593	397.767327013973	593.184311618825			2446	247	@M441.7934T591.79_1|-(C2H4O)			NA										-0.691793146976332	0.520813818897642	0	-0.292956974438335	0.641482157124729	0	0.292143897174457	0.685394500487489	0	-0.463297227228077	0.241864150699685	0	0.778453329011819	0.842328429999331	E	E	E	E	E	E	0	0
M400.2449T593.2	c18hyper	M400T593	400.244852584652	593.198092038702	[646][M]2+		2446	247	@M400.7466T593.18|-13Cdb|@M442.2952T591.9_2|-(C3H6)|@M444.2715T591.88|-(C2H4O)|@M510.3121T589.58|-(C5H8N3)			NA										-0.10676341692932	0.886044480872118	0	-0.330548698292464	0.550070450397571	0	0.430135883596506	0.620404845818997	0	-0.402134290146297	0.357235284902447	0	0.0159196112341392	1.00894674878923	E	E	E	E	E	E	0	0
M400.7466T593.18	c18hyper	M401T593	400.746618549414	593.176865640584	[646][M+1]2+		2458	247	@M400.2449T593.2|+13Cdb|@M444.7731T591.78|-(C2H4O)			NA										-0.336744119047166	0.731114532996983	0	-0.326997196452879	0.625107650581522	0	0.422782082915791	0.62892950864549	0	-0.45950457137473	0.299976015355331	0	0.258117001697093	0.954673444659655	E	E	E	E	E	E	0	0
M419.7808T592.57	c18hyper	M420T593	419.780793860631	592.567230128602	[683][M]2+		2474	247	@M420.2824T592.49|-13Cdb|@M463.8068T591.09|-(C2H4O)			NA										-0.439418343157431	0.65927773718282	0	-0.125579450345457	0.837648088221675	0	0.394927862858779	0.626006859917682	0	-0.445225078091143	0.274577073218889	0	0.526277066211571	0.947827354068005	E	E	E	E	E	E	0	0
M420.2824T592.49	c18hyper	M420T592	420.282442033649	592.489723376003	[683][M+1]2+		2449	247	@M378.2317T593.78|+(C3H6)|@M419.7808T592.57|+13Cdb|@M466.2847T590.99|-(HCOOH)|-(H2O-CO)|@M510.3121T589.58|-(C3H6O3)			NA										-0.657324607549803	0.549295913119764	0	-0.363610015730398	0.590442432952223	0	0.260802120450849	0.785760864550916	0	-0.435187756214116	0.424609384511253	0	0.71260507429117	0.631642869402277	E	E	E	E	E	E	0	0
M422.2581T592.51_1	c18hyper	M422T593_1	422.258061577811	592.509598358584			2475	247	@M378.2317T593.78|+(C2H4O)|@M466.2847T590.99|-(C2H4O)			NA										-0.0933053966139585	0.889149306408096	0	-0.389459910648558	0.453127323895496	0	0.465315184597891	0.575016225268023	0	-0.423084308730733	0.318964017638794	0	0.0146315227159961	1.11061900356026	E	E	E	E	E	E	0	0
M441.7934T591.79_1	c18hyper	M442T592_1	441.793402339198	591.794265398713	[732][M]2+		769	247	@M397.7673T593.18|+(C2H4O)|@M442.2952T591.9_2|-13Cdb|@M485.821T590.47|-(C2H4O)			NA										-0.292680840108153	0.6997740836374	0	-0.209804832992729	0.683054012323082	0	0.272782826169928	0.708133056117933	0	-0.4057599801517	0.302146017970935	0	0.386568275052174	0.763197315810517	E	E	E	E	E	E	0	0
M442.2952T591.9_2	c18hyper	M442T592_2	442.295216863178	591.901379888515	[732][M+1]2+		770	247	@M400.2449T593.2|+(C3H6)|@M441.7934T591.79_1|+13Cdb|@M488.2972T590.37|-(HCOOH)|-(H2O-CO)			NA										-0.291083212824674	0.731114532996983	0	-0.243284367019848	0.672640809953195	0	0.36721570894602	0.655874730692433	0	-0.47004836423125	0.281639836173526	0	0.483788239645358	0.768164354156552	E	E	E	E	E	E	0	0
M444.2715T591.88	c18hyper	M444T592	444.271464774502	591.88030762118	[736][M]2+		771	247	@M400.2449T593.2|+(C2H4O)|@M444.7731T591.78|-13Cdb|@M488.2972T590.37|-(C2H4O)			NA										-0.123713908696748	0.8654116585319	0	-0.377236284389914	0.490448336296129	0	0.42971044270746	0.617418724150905	0	-0.430264946042961	0.319508748972553	0	0.0199352142112897	1.01912914121316	E	E	E	E	E	E	0	0
M444.7731T591.78	c18hyper	M445T592	444.773108930887	591.782933243274	[736][M+1]2+		772	247	@M400.7466T593.18|+(C2H4O)|@M444.2715T591.88|+13Cdb|@M488.8003T590.38|-(C2H4O)			NA										-0.212492241424831	0.788787538214589	0	-0.397364743146072	0.490569986856479	0	0.452594745014665	0.604923509168773	0	-0.455838542829957	0.301742800420439	0	0.176376052013059	1.04736222370927	E	E	E	E	E	E	0	0
M463.8068T591.09	c18hyper	M464T591	463.806799709398	591.091151924639			779	247	@M419.7808T592.57|+(C2H4O)			NA										-0.245704016768086	0.751373441695846	0	-0.13971566139675	0.786177706227957	0	0.415446983122843	0.575016225268023	0	-0.442630919393528	0.24302199040423	0	0.401421220283269	1.02976172708278	E	E	E	E	E	E	0	0
M485.821T590.47	c18hyper	M486T590	485.820971170306	590.465331025773			782	247	@M441.7934T591.79_1|+(C2H4O)			NA										-0.598701710897769	0.595014574727247	0	0.0686214848908495	0.976202153729221	0	0.47571808489981	0.579827383849173	0	-0.441297176349135	0.315148763023367	0	0.866522277881255	0.961800707755279	E	E	E	E	E	E	0	0
M488.2972T590.37	c18hyper	M488T590	488.297209883602	590.366203583853	[815][M]2+		783	247	@M442.2952T591.9_2|+(HCOOH)|+(H2O-CO)|@M444.2715T591.88|+(C2H4O)|@M488.8003T590.38|-13Cdb			NA										-0.269665479293678	0.775254953358167	0	-0.464284960762242	0.490147511649105	0	0.525476304889919	0.554955221705138	0	-0.399701961929596	0.373548865767258	0	0.132522819966678	1.13320315480671	E	E	E	E	E	E	0	0
M488.8003T590.38	c18hyper	M489T590	488.800280152166	590.381903857734	[815][M+1]2+		784	247	@M378.7334T593.79|+(C5H8N3)|@M444.7731T591.78|+(C2H4O)|@M488.2972T590.37|+13Cdb			NA										-0.350928110632484	0.736510007803068	0	-0.212407333701616	0.764504512843643	0	0.551502467459041	0.584113577106119	0	-0.169598523646531	0.746685572070699	0	0.402177208736695	0.998759275255101	E	E	E	E	E	E	0	0
M510.3121T589.58	c18hyper	M510T590	510.312087510462	589.584379110951			786	247	@M400.2449T593.2|+(C5H8N3)|@M420.2824T592.49|+(C3H6O3)|@M466.2847T590.99|+(C2H4O)			NA										-0.34142191957965	0.731673338159727	0	-0.626325491678378	0.356569144103782	0	0.537960672850893	0.575016225268023	0	-0.428412228689346	0.384877567029449	0	0.372211665917595	1.00143542487779	E	E	E	E	E	E	0	0
M380.2108T828.37	c18hyper	M380T828	380.210783269993	828.372908751977	[611][M]+		808	248	@M382.2064T828.35|-34S|-41K|-37Cl			NA										-0.00839524636657174	0.964515936371337	0	-0.105592400400791	0.633657236016297	0	-0.164017900265783	0.671967594938928	0	-0.02300157242842	0.949324757184875	0	0.107808729714448	0.729653673676967	E	E	E	E	E	E	0	0
M381.3537T1118.8	c18hyper	M381T1119	381.353728682844	1118.80213732579	[616][M]+		4132	249	@M382.3571T1118.81|-13C			NA										0.0888969912044626	0.900639030156811	0	-0.26187644022423	0.449034782136826	0	0.0782730706177652	0.903220761312027	0	0.099397467609295	0.779530204202618	0	0.467834024560127	0.767299410352565	E	E	E	E	E	E	0	0
M382.2733T622.11	c18hyper	M382T622	382.273259816493	622.112066882587	[621][M]+		2952	250	@M383.2767T622.11|-13C			NA										-0.178095702939167	0.718419453401267	0	-0.318222434218008	0.34167229438085	0	0.32999294550412	0.671967594938928	0	0.368562749418498	0.365560857727943	0	0.401291983184181	1.4555037780971	E	E	E	E	E	E	0	0
M384.1159T161.77	c18hyper	M384T162	384.11594315636	161.767917773485	[624][M]+	[M+Na]+ 361.122	11	251	@M385.12T161.17|-13C			NA										0.679213692366329	0.389120148572417	0	-0.775127861706565	0.0412945206502963	1	0.50915437089138	0.231634192001006	0	-1.06004679912286	0.000244801513613188	1	2.07207561322548	1.66990314101944	E	E	E	E	E	E	0	0
M385.1687T768.44	c18hyper	M385T768	385.168704450092	768.441374081791	[625][M]+		420	252	@M386.1721T768.41|-13C|@M387.1641T768.41|-34S|-41K|-37Cl			NA										-0.189629836347287	0.702228323080766	0	-0.0716754905451715	0.824204332686159	0	-0.0693037524070839	0.902292835031172	0	0.337388202979852	0.307864998236135	0	0.637692551296023	0.170285081395852	E	E	E	E	E	E	0	0
M385.2753T633.72	c18hyper	M385T634	385.275304499897	633.718202500841	[626][M]+		2310	253	@M386.2788T633.71|-13C			NA										0.00109704187467585	0.931071169477576	0	-0.764928666386496	0.016867440775536	1	0.00104173794343154	0.983827544363901	0	-0.374481233806705	0.28345032182084	0	0.333977236551407	0.494582861669394	E	E	E	E	E	E	0	0
M385.7624T341.26_1	c18hyper	M386T341_1	385.762397187699	341.256917393202			88	254	@M386.2641T341.33_2|-13Cdb			NA										0.0369468426118402	0.913285568671776	0	-0.126411754720998	0.415955746351747	0	0.000457550240163584	0.997236630261914	0	0.0419534154721504	0.787870899652916	0	0.351686148307259	0.282660331863922	E	E	E	E	E	E	0	0
M392.9039T48.86_2	c18hyper	M393T49_2	392.903910311284	48.8567900810105			1451	255	@M394.9011T48.88|-34S|-41K|-37Cl|@M396.8981T48.95|-44Ca			NA										-0.0745492347023173	0.68238659854798	0	-0.179203497697195	0.151319892096032	0	-0.020470624473429	0.939456893955438	0	-0.123876444293725	0.246790066020399	0	0.505477197642378	0.310479120059305	E	E	E	E	E	E	0	0
M394.9011T48.88	c18hyper	M395T49	394.901113801938	48.8773874317717			1452	255	@M392.9039T48.86_2|+34S|+41K|+37Cl			NA										-0.0761842343826338	0.680959612560231	0	-0.136691306874198	0.273246531901386	0	0.0119509506952902	0.944883074137831	0	-0.0828995268489301	0.473523885454137	0	0.604005823931103	0.0354545107940152	E	E	E	E	E	E	0	0
M396.8981T48.95	c18hyper	M397T49	396.898136379097	48.946728755311			1454	255	@M392.9039T48.86_2|+44Ca			NA										-0.0910954495377059	0.669953098176533	0	-0.143874947861249	0.311638531261581	0	-0.0234503494098526	0.938560435422877	0	-0.0848737676841704	0.514341584606495	0	0.756323304912442	0.377914653767922	E	E	E	E	E	E	0	0
M435.9794T63	c18hyper	M436T63	435.979392940082	62.9966051393019			26	256	@M437.9746T63.03|-34S|-41K|-37Cl			NA										0.457579060468145	0.210421378327999	0	0.144765667156857	0.388107937579547	0	0.153075553696189	0.720646823964974	0	-0.0033659152013108	0.974286044761846	0	2.02737320962088	0.953236298310326	B	E	E	E	E	E	0	0
M437.9746T63.03	c18hyper	M438T63	437.974568481564	63.0330368254205	[723][M]+	[M+Na+NaCOOH]+ 346.99 [M+Na+NaCOOH]+ 346.99	26	256	@M393.9845T62.95|+(CO2)|@M435.9794T63|+34S|+41K|+37Cl			NA										0.427041735623305	0.279127288923626	0	0.129522843503363	0.472000492004709	0	0.0530147693312095	0.906988411947148	0	-0.00454143754063807	0.981472964521107	0	1.93305758792559	0.34397965050412	E	E	E	E	E	E	0	0
M395.1191T57.37	c18hyper	M395T57	395.119071896442	57.3698144226513			33	257	@M417.101T56.79|-Na			NA										-0.0523927140251654	0.83681250053822	0	0.160493485552585	0.183958139835466	0	0.0102146976036792	0.991389373967413	0	0.315969406391156	0.00049570526427111	1	0.985701465222444	0.000750564558567627	E	E	E	E	E	E	0	0
M395.2218T822.32	c18hyper	M395T822	395.221767749953	822.318320812254	[636][M]+		22	258	@M396.2253T822.38|-13C|@M397.2173T822.34|-34S|-41K|-37Cl			NA										-0.0790803864915723	0.769496320307203	0	-0.232729351190269	0.229633237367044	0	-0.219157109893672	0.588665312523822	0	-0.152482636852312	0.482826005897983	0	0.26982704054095	0.862590683406871	E	E	E	E	E	E	0	0
M398.3283T602.5	c18hyper	M398T603	398.328251132688	602.501336781852	[639][M]+		2448	259	@M399.3316T602.47|-13C|@M442.3548T599.37|-(C2H4O)|@M443.3582T599.57|-(C2H5O.)			NA										0.0757087728916019	0.943208062960616	0	-0.161712043589244	0.778146464473507	0	-0.313439507833149	0.757586521662222	0	-0.421877142124249	0.436642295157916	0	0.269583586117012	0.526999405371419	E	E	E	E	E	E	0	0
M400.3438T635.04	c18hyper	M400T635	400.343765447464	635.041229184514	[647][M]+		2316	260	@M401.3472T635.09|-13C			NA										0.0210554799564378	0.998166169529999	0	-0.319034248899413	0.499352085076185	0	0.0290050829645949	0.968252931604221	0	-0.1021812845654	0.837803787237062	0	0.291869502840869	0.478646117636959	E	E	E	E	E	E	0	0
M402.0529T48.94	c18hyper	M402T49	402.052933485411	48.9369453468986			1456	261	@M460.0119T48.96|-(NaCl)			NA										-0.0472065833681601	0.941249583332988	0	0.253893649450729	0.217759598328472	0	0.0300592195152465	0.98588942258996	0	0.557787621650835	0.0115219725501637	1	0.537653230167349	0.223906472439595	E	E	E	E	E	E	0	0
M407.0449T63.1	c18hyper	M407T63	407.044880405049	63.097549469716	[654][M]+	[2M+Na]+ 192.027	26	262	@M408.0482T63.06|-13C			NA										0.418896553137017	0.348943643172963	0	0.0998031379114721	0.597683951569843	0	-0.0900257272653064	0.849019373148307	0	-0.0954706588791936	0.733926230161978	0	1.92238398949834	0.470045242568653	E	E	E	E	E	E	0	0
M408.0095T49.01	c18hyper	M408T49	408.009455100308	49.0064383270945			1459	263	@M410.0064T49.03|-34S|-41K|-37Cl|@M465.9684T48.95|-(NaCl)			NA										-0.0050363309171324	0.986872543497444	0	0.000577723021063292	0.999252690837284	0	0.112933583919627	0.691569610874141	0	-0.0562160093164117	0.726371739923729	0	0.14426408593472	1.09198117018938	E	E	E	E	E	E	0	0
